Videos,Code_I,Code_II,Code_III,Code_IV,Notes about movement vs static object,hand movement code was present,object code was present,hand but not object,incorrect orientation/no hand movement code
z098-july-12-22-knarrevik_assemble_start_23.141175358895147_end_33.7.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z121-aug-09-22-gladom_assemble_start_46.535_end_56.047.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z191-sep-11-22-rashult_assemble_start_3.0999999999999996_end_15.947.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z048-june-25-22-marius_assemble_start_162.649_end_170.172.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z196-sep-17-22-rashult_assemble_start_622.347_end_629.306.mp4,Incorrect subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z047-june-25-22-marius_assemble_start_65.3_end_80.03529853615258.mp4,Small 1D Gaze Shift,Pause full hand,Decrease Proximity to Gaze,,NaN,TRUE,FALSE,TRUE,TRUE
z169-sep-02-22-rashult_assemble_start_597.565_end_605.317.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z128-aug-10-22-knarrevik_assemble_start_393.7_end_401.941.mp4,Incorrect subcomponent placement,Incorrect subcomponent orientation,,,error,FALSE,TRUE,FALSE,FALSE
z169-sep-02-22-rashult_assemble_start_196.12_end_207.925.mp4,Shifting alignment,Increase Proximity to Gaze,Roll 180,Pause full hand,NaN,TRUE,FALSE,TRUE,TRUE
z050-june-27-22-rashult_assemble_start_419.129_end_429.529.mp4,Moving farther back,Pause full hand,,,NaN,FALSE,FALSE,FALSE,FALSE
z108-july-26-22-rashult_assemble_start_539.182_end_547.5.mp4,Inconvenient subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z051-june-27-22-rashult_assemble_start_251.09500000000003_end_262.39.mp4,Pause full hand,Roll 180,Large 1D Gaze Shift,,NaN,TRUE,FALSE,TRUE,TRUE
z081-july-06-22-rashult_assemble_start_460.4_end_468.4.mp4,Incorrect subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z146-aug-19-22-marius_assemble_start_103.153_end_110.053.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z109-july-27-22-rashult_assemble_start_247.1_end_253.8.mp4,Pause full hand,Roll 180,Pitch 90 ,,NaN,TRUE,FALSE,TRUE,TRUE
z186-sep-09-22-knarrevik_assemble_start_207.3_end_214.083.mp4,Palm up,Moving farther back,,,NaN,TRUE,FALSE,TRUE,TRUE
z079-july-05-22-knarrevik_assemble_start_131.1_end_138.0.mp4,Warning For Future,,,,NaN,FALSE,FALSE,FALSE,FALSE
z082-july-06-22-rashult_assemble_start_720.2_end_732.8.mp4,Pick-up wrong piece,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z198-sep-18-22-rashult_assemble_start_0_end_4.234.mp4,Large 1D Gaze Shift,Pause empty hand,,,NaN,FALSE,FALSE,FALSE,FALSE
z093-july-11-22-knarrevik_assemble_start_11.100000000000001_end_24.7.mp4,Pitch 90 ,Roll 90 ,Yaw 90,Retract from right contact,NaN,TRUE,FALSE,TRUE,TRUE
z017-june-20-22-rashult_assemble_start_818.053_end_825.053.mp4,Incorrect subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z099-july-13-22-rashult_assemble_start_37.3_end_43.8.mp4,Reaching towards wrong piece ,Retract from right reach,,,NaN,TRUE,FALSE,TRUE,TRUE
z120-aug-09-22-marius_assemble_start_31.527_end_38.3.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z014-june-17-22-gladom_assemble_start_359.221_end_365.406.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z125-aug-10-22-rashult_assemble_start_465.614_end_478.971.mp4,Inconvenient subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z099-july-13-22-rashult_assemble_start_156.559_end_164.638.mp4,Interjection,Roll 360,,,NaN,TRUE,FALSE,TRUE,TRUE
z066-june-29-22-marius_assemble_start_89.437_end_96.937.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z131-aug-11-22-rashult_assemble_start_234.541_end_242.441.mp4,Incorrect subcomponent orientation,Touching pieces together,,,object movement,TRUE,TRUE,FALSE,TRUE
z129-aug-11-22-rashult_assemble_start_13.988_end_24.865.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z191-sep-11-22-rashult_assemble_start_288.1_end_299.7.mp4,Increase Proximity to Gaze,Small 1D Gaze Shift,Moving closer ,,NaN,TRUE,FALSE,TRUE,TRUE
z145-aug-18-22-gladom_assemble_start_103.931_end_110.94.mp4,Pick-up wrong piece,Fixate on piece,,,NaN,TRUE,FALSE,TRUE,TRUE
z169-sep-02-22-knarrevik_assemble_start_82.29_end_91.614.mp4,Inconvenient subcomponent orientation,Reaching towards wrong piece ,,,error,TRUE,TRUE,FALSE,TRUE
z186-sep-09-22-knarrevik_assemble_start_209.106_end_215.8.mp4,Palm up,Decrease Proximity to Gaze,,,NaN,TRUE,FALSE,TRUE,TRUE
z069-june-29-22-rashult_assemble_start_336.1_end_342.6.mp4,Decrease Proximity to Gaze,,,,NaN,TRUE,FALSE,TRUE,TRUE
z045-june-24-22-gladom_assemble_start_75.706_end_84.247.mp4,Changing angle between pieces ,Touching pieces together,,,NaN,TRUE,FALSE,TRUE,TRUE
z117-aug-05-22-rashult_assemble_start_392.1_end_400.812.mp4,Incorrect subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z019-june-20-22-knarrevik_assemble_start_576.715_end_591.82.mp4,Shifting alignment,,,,NaN,TRUE,FALSE,TRUE,TRUE
z150-aug-22-22-rashult_assemble_start_662.417_end_668.6.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z108-july-26-22-rashult_assemble_start_628.271_end_635.871.mp4,Pause empty hand,Decrease Proximity to Gaze,,,NaN,TRUE,FALSE,TRUE,TRUE
z060-june-28-22-rashult_assemble_start_134.59_end_143.59.mp4,Moving closer ,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z185-sep-09-22-marius_assemble_start_222.673_end_234.073.mp4,Pause empty hand,Moving farther back,,,NaN,FALSE,FALSE,FALSE,FALSE
z150-aug-22-22-rashult_assemble_start_211.51_end_217.7.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z150-aug-22-22-rashult_assemble_start_213.064_end_219.708.mp4,Reaching with the wrong orientation,Incorrect subcomponent placement,,,object movement,TRUE,TRUE,FALSE,TRUE
z025-june-21-22-knarrevik_assemble_start_408.505_end_416.587.mp4,Inconvenient subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z144-aug-18-22-knarrevik_assemble_start_17.53380401082677_end_30.959.mp4,Inconvenient subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z201-sep-22-22-rashult_assemble_start_312.3_end_319.6.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z185-sep-09-22-gladom_assemble_start_143.1_end_156.253.mp4,Incorrect subcomponent orientation,Touching pieces together,,,object movement,TRUE,TRUE,FALSE,TRUE
z165-aug-31-22-gladom_assemble_start_46.2294099399058_end_55.84009939905798.mp4,Reaching towards wrong piece ,,,,NaN,TRUE,FALSE,TRUE,TRUE
z024-june-21-22-rashult_assemble_start_165.1_end_177.9.mp4,Looking around,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z050-june-27-22-rashult_assemble_start_201.982_end_211.682.mp4,Small 1D Gaze Shift,Decrease Proximity to Gaze,,,NaN,TRUE,FALSE,TRUE,TRUE
z050-june-27-22-rashult_assemble_start_863.351_end_877.086.mp4,Reaching towards wrong piece ,Pick-up wrong piece,,,NaN,TRUE,FALSE,TRUE,TRUE
z095-july-11-22-rashult_assemble_start_782.497_end_798.061.mp4,Inconvenient subcomponent orientation,Incorrect subcomponent placement,,,error,FALSE,TRUE,FALSE,FALSE
z081-july-06-22-rashult_assemble_start_173.869_end_179.899.mp4,Question,,,,NaN,FALSE,FALSE,FALSE,FALSE
z078-july-01-22-knarrevik_assemble_start_29.512_end_39.755.mp4,Pause empty hand,Small 1D Gaze Shift,Touching pieces together,,NaN,TRUE,FALSE,TRUE,TRUE
z176-sep-05-22-knarrevik_assemble_start_19.2_end_26.147.mp4,Retract from right contact,Pause full hand,,,NaN,TRUE,FALSE,TRUE,TRUE
z075-july-01-22-rashult_assemble_start_392.3_end_403.541.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z069-june-29-22-rashult_assemble_start_50.3_end_56.6.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z046-june-24-22-marius_assemble_start_16.898_end_22.814.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z014-june-17-22-gladom_assemble_start_256.66_end_268.945.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z190-sep-10-22-rashult_assemble_start_141.2_end_151.0.mp4,Retract from right contact,Pitch 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z021-june-20-22-knarrevik_assemble_start_179.62_end_195.318.mp4,Inconvenient subcomponent orientation,Reaching towards wrong piece ,,,error,TRUE,TRUE,FALSE,TRUE
z099-july-13-22-rashult_assemble_start_557.336_end_567.0.mp4,Incorrect subcomponent placement,,,,both,FALSE,TRUE,FALSE,FALSE
z138-aug-15-22-marius_assemble_start_116.076_end_122.28.mp4,shaking structure,Reaching towards wrong piece ,,,NaN,TRUE,FALSE,TRUE,TRUE
z191-sep-11-22-rashult_assemble_start_524.9_end_532.9.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z111-aug-02-22-gladom_assemble_start_13.024999999999999_end_19.213.mp4,Pause full hand,Touching pieces together,,,NaN,TRUE,FALSE,TRUE,TRUE
z185-sep-09-22-gladom_assemble_start_129.34_end_145.279.mp4,Incorrect subcomponent orientation,Touching pieces together,,,error,TRUE,TRUE,FALSE,TRUE
z191-sep-11-22-rashult_assemble_start_18.667_end_24.843.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z035-june-23-22-rashult_assemble_start_18.935_end_27.8.mp4,Pause full hand,Reaching towards wrong piece ,Pitch 180,,NaN,TRUE,FALSE,TRUE,TRUE
z138-aug-15-22-marius_assemble_start_23.292_end_31.792.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z058-june-28-22-gladom_assemble_start_61.538_end_70.524.mp4,Incorrect subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z038-june-23-22-rashult_assemble_start_422.512_end_434.409.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z150-aug-22-22-rashult_assemble_start_714.4_end_720.466.mp4,Pause full hand,Large 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z062-june-29-22-rashult_assemble_start_678.663_end_686.563.mp4,Inconvenient subcomponent orientation,Pick-up wrong piece,,,object movement,TRUE,TRUE,FALSE,TRUE
z091-july-08-22-marius_assemble_start_246.3_end_253.6.mp4,Pause full hand,Yaw 90,,,NaN,TRUE,FALSE,TRUE,TRUE
z191-sep-11-22-marius_assemble_start_60.099999999999994_end_67.4.mp4,Missing Tool,Inconvenient subcomponent placement,,,object movement,FALSE,TRUE,FALSE,FALSE
z101-july-13-22-rashult_assemble_start_360.1_end_369.618.mp4,Pause empty hand,Retract from right reach,Large 1D Gaze Shift,,NaN,TRUE,FALSE,TRUE,TRUE
z185-sep-09-22-gladom_assemble_start_180.225_end_188.575.mp4,Incorrect subcomponent orientation,Touching pieces together,,,object movement,TRUE,TRUE,FALSE,TRUE
z169-sep-02-22-rashult_assemble_start_155.143_end_164.025.mp4,Pitch 90 ,Roll 90 ,Yaw 90,,NaN,TRUE,FALSE,TRUE,TRUE
z031-june-22-22-knarrevik_assemble_start_31.447000000000003_end_42.647.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z142-aug-17-22-marius_assemble_start_157.445_end_164.8.mp4,Pitch 360,,,,NaN,TRUE,FALSE,TRUE,TRUE
z047-june-25-22-gladom_assemble_start_28.1_end_37.2.mp4,Touching pieces together,,,,NaN,TRUE,FALSE,TRUE,TRUE
z014-june-17-22-gladom_assemble_start_303.1_end_311.375.mp4,shaking structure,,,,NaN,TRUE,FALSE,TRUE,TRUE
z184-sep-08-22-marius_assemble_start_51.469_end_60.23325238282788.mp4,shaking structure,,,,NaN,TRUE,FALSE,TRUE,TRUE
z095-july-11-22-rashult_assemble_start_0_end_6.3.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z086-july-07-22-knarrevik_assemble_start_30.4_end_40.9.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z067-june-29-22-gladom_assemble_start_230.864_end_237.368.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,,object movement,TRUE,TRUE,FALSE,TRUE
z121-aug-09-22-gladom_assemble_start_89.3_end_101.977.mp4,Incorrect subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z093-july-11-22-knarrevik_assemble_start_20.1_end_31.5.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z025-june-21-22-knarrevik_assemble_start_32.431_end_47.7.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z164-aug-31-22-rashult_assemble_start_9.818_end_16.976.mp4,Pitch 90 ,Roll 90 ,Yaw 90,,NaN,TRUE,FALSE,TRUE,TRUE
z014-june-17-22-gladom_assemble_start_43.72_end_57.6.mp4,Reaching with the wrong orientation,Incorrect subcomponent orientation,Touching pieces together,,error,TRUE,TRUE,FALSE,TRUE
z169-sep-02-22-rashult_assemble_start_489.376_end_499.135.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z019-june-20-22-rashult_assemble_start_174.1_end_186.286.mp4,Yaw 180,Pitch 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z142-aug-17-22-marius_assemble_start_22.986_end_30.9.mp4,Slow Movement,,,,NaN,FALSE,FALSE,FALSE,FALSE
z082-july-06-22-rashult_assemble_start_78.1_end_91.6.mp4,Small 1D Gaze Shift,Roll 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z102-july-13-22-gladom_assemble_start_127.112_end_133.7.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z163-aug-30-22-rashult_assemble_start_29.726999999999997_end_40.6.mp4,Incorrect subcomponent orientation,,,,both,FALSE,TRUE,FALSE,FALSE
z121-aug-09-22-gladom_assemble_start_18.131_end_26.39851329937748.mp4,Incorrect subcomponent placement,Incorrect subcomponent orientation,,,error,FALSE,TRUE,FALSE,FALSE
z067-june-29-22-gladom_assemble_start_168.013_end_176.49.mp4,Pick-up wrong piece,Fixate on piece,,,NaN,TRUE,FALSE,TRUE,TRUE
z073-july-01-22-marius_assemble_start_9.9_end_17.2.mp4,Fixate on piece,Increase Proximity to Gaze,Pick-up wrong piece,,NaN,TRUE,FALSE,TRUE,TRUE
z183-sep-08-22-gladom_assemble_start_70.2_end_77.52.mp4,Incorrect subcomponent placement,,,,Neither,FALSE,TRUE,FALSE,FALSE
z019-june-20-22-rashult_assemble_start_471.409_end_478.4.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z048-june-25-22-rashult_assemble_start_423.881_end_431.565.mp4,Pause full hand,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z178-sep-05-22-knarrevik_assemble_start_90.224_end_96.824.mp4,Reaching with the wrong orientation,Roll 360,,,NaN,TRUE,FALSE,TRUE,TRUE
z053-june-27-22-gladom_assemble_start_9.605_end_20.623.mp4,Pick-up wrong piece,Pitch 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z187-sep-09-22-marius_assemble_start_26.512_end_34.0.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z027-june-22-22-knarrevik_assemble_start_20.015_end_34.615.mp4,Pause full hand,Roll 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z196-sep-17-22-rashult_assemble_start_472.976_end_482.753.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z200-sep-22-22-rashult_assemble_start_69.3_end_77.664.mp4,Pause empty hand,Small 1D Gaze Shift,,,NaN,FALSE,FALSE,FALSE,FALSE
z057-june-28-22-rashult_assemble_start_906.741_end_914.406.mp4,Warning For Future,,,,NaN,FALSE,FALSE,FALSE,FALSE
z046-june-24-22-marius_assemble_start_75.608_end_84.904.mp4,Question,,,,NaN,FALSE,FALSE,FALSE,FALSE
z055-june-27-22-knarrevik_assemble_start_31.6_end_38.400000000000006.mp4,Comment,,,,NaN,FALSE,FALSE,FALSE,FALSE
z108-july-26-22-rashult_assemble_start_328.053_end_339.882.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z073-july-01-22-marius_assemble_start_109.286_end_117.086.mp4,Incorrect subcomponent orientation,Incorrect subcomponent placement,,,error,FALSE,TRUE,FALSE,FALSE
z083-july-06-22-knarrevik_assemble_start_96.2_end_104.9.mp4,Warning For Future,,,,NaN,FALSE,FALSE,FALSE,FALSE
z079-july-05-22-knarrevik_assemble_start_140.526_end_148.141.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z019-june-20-22-knarrevik_assemble_start_714.9200038853813_end_724.6399966696733.mp4,Inconvenient subcomponent placement,,,,error,FALSE,TRUE,FALSE,FALSE
z101-july-13-22-knarrevik_assemble_start_21.3_end_28.7.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z064-june-29-22-gladom_assemble_start_65.33500000000001_end_72.4.mp4,Pause full hand,Interjection,,,NaN,FALSE,FALSE,FALSE,FALSE
z091-july-08-22-gladom_assemble_start_39.309_end_48.899.mp4,Reaching with the wrong orientation,Touching pieces together,,,NaN,TRUE,FALSE,TRUE,TRUE
z129-aug-11-22-rashult_assemble_start_577.153_end_586.635.mp4,Roll 180,Looking around,,,NaN,TRUE,FALSE,TRUE,TRUE
z185-sep-09-22-knarrevik_assemble_start_354.298_end_366.087.mp4,Incorrect subcomponent placement,Decrease Proximity to Gaze,,,error,TRUE,TRUE,FALSE,TRUE
z164-aug-31-22-rashult_assemble_start_501.212_end_509.012.mp4,Incorrect subcomponent placement,Pause full hand,,,object movement,FALSE,TRUE,FALSE,FALSE
z142-aug-17-22-marius_assemble_start_96.733_end_102.633.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z112-aug-03-22-rashult_assemble_start_211.109_end_219.6.mp4,Pitch 360,Increase Proximity to Gaze,Pitch 90 ,Roll 90 ,NaN,TRUE,FALSE,TRUE,TRUE
z060-june-28-22-rashult_assemble_start_540.3_end_548.7568624558463.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z177-sep-05-22-marius_assemble_start_180.659_end_186.859.mp4,Pause empty hand,Decrease Proximity to Gaze,,,NaN,TRUE,FALSE,TRUE,TRUE
z035-june-23-22-marius_assemble_start_49.561_end_57.843.mp4,Builder history,,,,NaN,FALSE,FALSE,FALSE,FALSE
z015-june-17-22-rashult_assemble_start_255.603_end_264.64300000000003.mp4,Roll 180,Roll 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z150-aug-22-22-rashult_assemble_start_406.768_end_418.132.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z067-june-29-22-marius_assemble_start_76.268_end_83.5.mp4,Pick-up wrong piece,Reaching with the wrong orientation,,,NaN,TRUE,FALSE,TRUE,TRUE
z018-june-20-22-marius_assemble_start_67.2_end_73.20000000000003.mp4,Retract from right contact,,,,NaN,TRUE,FALSE,TRUE,TRUE
z077-july-01-22-gladom_assemble_start_88.275_end_96.825.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z114-aug-03-22-knarrevik_assemble_start_7.718999999999999_end_14.319.mp4,Palm up,Pitch 90 ,,,NaN,TRUE,FALSE,TRUE,TRUE
z146-aug-19-22-marius_assemble_start_87.102_end_99.002.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z191-sep-11-22-rashult_assemble_start_517.6_end_525.2.mp4,Looking away,,,,NaN,FALSE,FALSE,FALSE,FALSE
z106-july-14-22-rashult_assemble_start_571.96_end_580.166.mp4,Inconvenient subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z062-june-29-22-rashult_assemble_start_658.2_end_667.7.mp4,Pick-up wrong piece,Touching pieces together,,,NaN,TRUE,FALSE,TRUE,TRUE
z056-june-28-22-knarrevik_assemble_start_83.323_end_90.147.mp4,Incorrect subcomponent orientation,,,,both,FALSE,TRUE,FALSE,FALSE
z017-june-20-22-rashult_assemble_start_789.276_end_799.6.mp4,Pause full hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z053-june-27-22-rashult_assemble_start_619.213_end_625.18.mp4,Inconvenient subcomponent orientation,Incorrect subcomponent placement,,,error,FALSE,TRUE,FALSE,FALSE
z176-sep-05-22-gladom_assemble_start_37.87499999999999_end_46.44656952693016.mp4,Fixate on piece,Increase Proximity to Gaze,,,NaN,TRUE,FALSE,TRUE,TRUE
z187-sep-09-22-rashult_assemble_start_46.894_end_56.988.mp4,Roll 90 ,Yaw 180,,,NaN,TRUE,FALSE,TRUE,TRUE
z048-june-25-22-rashult_assemble_start_582.1_end_596.4.mp4,Pick-up wrong piece,Retract from wrong contact,,,NaN,TRUE,FALSE,TRUE,TRUE
z100-july-13-22-gladom_assemble_start_29.174999999999997_end_37.825.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z053-june-27-22-rashult_assemble_start_905.229_end_911.88.mp4,No apparent Cue,,,,NaN,FALSE,FALSE,FALSE,FALSE
z169-sep-02-22-knarrevik_assemble_start_280.21_end_288.028.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z008-june-15-22-knarrevik_assemble_start_118.218_end_127.135.mp4,Warning For Future,,,,NaN,FALSE,FALSE,FALSE,FALSE
z171-sep-03-22-gladom_assemble_start_7.300000000000001_end_16.396.mp4,Pause full hand,Fixate on piece,,,NaN,FALSE,FALSE,FALSE,FALSE
z150-aug-22-22-rashult_assemble_start_105.3_end_111.9.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z130-aug-11-22-marius_assemble_start_60.846999999999994_end_69.222.mp4,Pause empty hand,Reaching with the wrong orientation,,,NaN,TRUE,FALSE,TRUE,TRUE
z019-june-20-22-rashult_assemble_start_1117.1_end_1123.805.mp4,Missing Tool,,,,NaN,FALSE,FALSE,FALSE,FALSE
z191-sep-11-22-knarrevik_assemble_start_94.1_end_99.947.mp4,Reaching with the wrong orientation,,,,NaN,TRUE,FALSE,TRUE,TRUE
z131-aug-11-22-rashult_assemble_start_625.2_end_633.3.mp4,Incorrect subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z077-july-01-22-gladom_assemble_start_94.317_end_102.05.mp4,Incorrect subcomponent placement,Pick-up wrong piece,,,error,TRUE,TRUE,FALSE,TRUE
z106-july-14-22-rashult_assemble_start_655.959_end_666.694.mp4,Interjection,,,,NaN,FALSE,FALSE,FALSE,FALSE
z102-july-13-22-marius_assemble_start_77.116_end_83.538.mp4,shaking structure,,,,NaN,TRUE,FALSE,TRUE,TRUE
z057-june-28-22-rashult_assemble_start_220.713_end_229.841.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z129-aug-11-22-marius_assemble_start_133.69_end_140.722.mp4,Pick-up wrong piece,Incorrect subcomponent orientation,,,object movement,TRUE,TRUE,FALSE,TRUE
z178-sep-05-22-knarrevik_assemble_start_465.28_end_477.88.mp4,Builder history,Inconvenient subcomponent orientation,,,object movement,FALSE,TRUE,FALSE,FALSE
z051-june-27-22-gladom_assemble_start_86.055_end_97.182.mp4,Incorrect subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z051-june-27-22-rashult_assemble_start_468.3_end_479.6.mp4,Incomplete Step,,,,object movement,FALSE,TRUE,FALSE,FALSE
z038-june-23-22-rashult_assemble_start_439.939_end_450.765.mp4,Inconvenient subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z141-aug-16-22-gladom_assemble_start_25.601958900453692_end_33.47361782759541.mp4,Touching pieces together,Reaching with the wrong orientation,,,NaN,TRUE,FALSE,TRUE,TRUE
z112-aug-03-22-rashult_assemble_start_207.325_end_213.775.mp4,Yaw 360,Increase Proximity to Gaze,Retract from right contact,,NaN,TRUE,FALSE,TRUE,TRUE
z099-july-13-22-rashult_assemble_start_24.325_end_31.775.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z082-july-06-22-rashult_assemble_start_498.1_end_509.6.mp4,Roll 180,,,,NaN,TRUE,FALSE,TRUE,TRUE
z178-sep-05-22-knarrevik_assemble_start_236.108_end_242.569.mp4,Inconvenient subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z121-aug-09-22-gladom_assemble_start_162.01076910016977_end_168.398.mp4,Pitch 180,,,,NaN,TRUE,FALSE,TRUE,TRUE
z082-july-06-22-marius_assemble_start_343.4_end_350.9.mp4,Pause empty hand,,,,NaN,FALSE,FALSE,FALSE,FALSE
z051-june-27-22-knarrevik_assemble_start_116.0_end_122.9.mp4,Incorrect subcomponent placement,,,,object movement,FALSE,TRUE,FALSE,FALSE
z108-july-26-22-rashult_assemble_start_197.913_end_206.307.mp4,Pause full hand,Retracting with the right piece ,,,NaN,TRUE,FALSE,TRUE,TRUE
z050-june-27-22-rashult_assemble_start_545.218_end_555.147.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z048-june-25-22-rashult_assemble_start_457.3_end_467.497.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
z169-sep-02-22-rashult_assemble_start_406.012_end_413.212.mp4,Moving closer ,,,,NaN,FALSE,FALSE,FALSE,FALSE
z023-june-21-22-marius_assemble_start_148.2_end_155.9.mp4,Warning For Future,,,,NaN,FALSE,FALSE,FALSE,FALSE
z029-june-22-22-marius_assemble_start_264.773_end_273.8.mp4,Pause full hand,Looking away,,,NaN,FALSE,FALSE,FALSE,FALSE
z106-july-14-22-rashult_assemble_start_525.829_end_532.7.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z200-sep-22-22-rashult_assemble_start_510.4_end_518.858.mp4,shaking structure,Missing Tool,,,NaN,TRUE,FALSE,TRUE,TRUE
z019-june-20-22-rashult_assemble_start_507.78499999999997_end_517.757.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z200-sep-22-22-rashult_assemble_start_73.108_end_81.459.mp4,Pick-up wrong piece,,,,NaN,TRUE,FALSE,TRUE,TRUE
z125-aug-10-22-rashult_assemble_start_809.3_end_820.9.mp4,Incorrect subcomponent orientation,,,,error,FALSE,TRUE,FALSE,FALSE
z075-july-01-22-knarrevik_assemble_start_304.452_end_313.6.mp4,Incorrect subcomponent orientation,,,,object movement,FALSE,TRUE,FALSE,FALSE
